frame_idx,time_s,shift_px,position_mm
31831,79.5775,-40.3586,-0.185367
31832,79.58,-40.2072,-0.184671
31833,79.5825,-40.0407,-0.183907
31834,79.585,-40.2566,-0.184899
31835,79.5875,-40.7233,-0.187042
31836,79.59,-40.8435,-0.187594
31837,79.5925,-40.8284,-0.187525
31838,79.595,-40.2049,-0.184661
31839,79.5975,-40.3529,-0.185341
31840,79.6,-40.5398,-0.186199
31841,79.6025,-40.3786,-0.185459
31842,79.605,-40.4882,-0.185962
31843,79.6075,-40.2311,-0.184782
31844,79.61,-40.2126,-0.184697
31845,79.6125,-40.2764,-0.184989
31846,79.615,-40.2788,-0.185001
31847,79.6175,-40.2586,-0.184908
31848,79.62,-40.1231,-0.184285
31849,79.6225,-40.1279,-0.184307
31850,79.625,-40.0586,-0.183989
31851,79.6275,-39.7888,-0.18275
31852,79.63,-39.7851,-0.182733
31853,79.6325,-40.0817,-0.184095
31854,79.635,-39.6717,-0.182212
31855,79.6375,-39.6852,-0.182274
31856,79.64,-39.4502,-0.181195
31857,79.6425,-39.3585,-0.180774
31858,79.645,-39.467,-0.181272
31859,79.6475,-39.2147,-0.180113
31860,79.65,-39.268,-0.180358
31861,79.6525,-39.2288,-0.180178
31862,79.655,-38.8427,-0.178405
31863,79.6575,-39.1665,-0.179892
31864,79.66,-39.3148,-0.180573
31865,79.6625,-39.4615,-0.181247
31866,79.665,-39.7012,-0.182348
31867,79.6675,-39.9196,-0.183351
31868,79.67,-40.3204,-0.185191
31869,79.6725,-40.3202,-0.185191
31870,79.675,-40.109,-0.18422
31871,79.6775,-40.0208,-0.183815
31872,79.68,-40.433,-0.185709
31873,79.6825,-40.7528,-0.187178
31874,79.685,-40.7188,-0.187022
31875,79.6875,-40.9458,-0.188064
31876,79.69,-40.8729,-0.187729
31877,79.6925,-40.6928,-0.186902
31878,79.695,-40.9957,-0.188293
31879,79.6975,-41.1361,-0.188938
31880,79.7,-40.8688,-0.18771
31881,79.7025,-41.3087,-0.189731
31882,79.705,-41.5586,-0.190879
31883,79.7075,-41.1372,-0.188943
31884,79.71,-41.4196,-0.19024
31885,79.7125,-41.4942,-0.190583
31886,79.715,-41.5478,-0.190829
31887,79.7175,-41.3185,-0.189776
31888,79.72,-40.727,-0.187059
31889,79.7225,-40.7929,-0.187362
31890,79.725,-40.7419,-0.187127
31891,79.7275,-40.6654,-0.186776
31892,79.73,-40.6344,-0.186634
31893,79.7325,-40.1726,-0.184513
31894,79.735,-40.1136,-0.184242
31895,79.7375,-40.5102,-0.186063
31896,79.74,-40.4534,-0.185803
31897,79.7425,-40.2694,-0.184957
31898,79.745,-40.1813,-0.184553
31899,79.7475,-40.3278,-0.185226
31900,79.75,-40.8082,-0.187432
31901,79.7525,-41.0889,-0.188721
31902,79.755,-41.0713,-0.18864
31903,79.7575,-41.5494,-0.190836
31904,79.76,-41.5075,-0.190644
31905,79.7625,-41.1806,-0.189143
31906,79.765,-41.643,-0.191266
31907,79.7675,-41.9718,-0.192777
31908,79.77,-41.5385,-0.190787
31909,79.7725,-41.5367,-0.190778
31910,79.775,-41.5685,-0.190924
31911,79.7775,-41.4809,-0.190522
31912,79.78,-41.4933,-0.190579
31913,79.7825,-41.4863,-0.190547
31914,79.785,-41.1807,-0.189143
31915,79.7875,-40.8606,-0.187673
31916,79.79,-40.4751,-0.185902
31917,79.7925,-40.5535,-0.186262
31918,79.795,-40.9637,-0.188146
31919,79.7975,-41.0853,-0.188705
31920,79.8,-40.8496,-0.187622
31921,79.8025,-41.2624,-0.189518
31922,79.805,-41.3286,-0.189822
31923,79.8075,-41.2258,-0.18935
31924,79.81,-40.9713,-0.188181
31925,79.8125,-40.4248,-0.185671
31926,79.815,-40.5461,-0.186228
31927,79.8175,-40.768,-0.187247
31928,79.82,-40.7692,-0.187253
31929,79.8225,-41.1982,-0.189224
31930,79.825,-40.7045,-0.186956
31931,79.8275,-40.532,-0.186163
31932,79.83,-40.8452,-0.187602
31933,79.8325,-40.5822,-0.186394
31934,79.835,-40.5389,-0.186195
31935,79.8375,-40.7972,-0.187381
31936,79.84,-41.2843,-0.189619
31937,79.8425,-41.1592,-0.189044
31938,79.845,-40.792,-0.187357
31939,79.8475,-40.6205,-0.18657
31940,79.85,-40.7338,-0.18709
31941,79.8525,-41.016,-0.188386
31942,79.855,-40.7753,-0.187281
31943,79.8575,-40.1769,-0.184532
31944,79.86,-40.549,-0.186242
31945,79.8625,-40.1492,-0.184405
31946,79.865,-40.2607,-0.184918
31947,79.8675,-40.5737,-0.186355
31948,79.87,-40.4317,-0.185703
31949,79.8725,-40.4078,-0.185593
31950,79.875,-40.7597,-0.187209
31951,79.8775,-40.5673,-0.186326
31952,79.88,-40.2505,-0.18487
31953,79.8825,-39.7374,-0.182514
31954,79.885,-39.7094,-0.182385
31955,79.8875,-40.2694,-0.184957
31956,79.89,-39.8276,-0.182928
31957,79.8925,-39.2648,-0.180343
31958,79.895,-38.9918,-0.179089
31959,79.8975,-39.14,-0.17977
31960,79.9,-39.4118,-0.181018
31961,79.9025,-39.1687,-0.179902
31962,79.905,-39.2891,-0.180455
31963,79.9075,-39.7577,-0.182607
31964,79.91,-40.4206,-0.185652
31965,79.9125,-40.6233,-0.186583
31966,79.915,-40.795,-0.187372
31967,79.9175,-40.9921,-0.188277
31968,79.92,-40.9448,-0.188059
31969,79.9225,-41.0417,-0.188505
31970,79.925,-40.8709,-0.18772
31971,79.9275,-40.5965,-0.18646
31972,79.93,-41.0041,-0.188332
31973,79.9325,-41.1283,-0.188902
31974,79.935,-40.789,-0.187344
31975,79.9375,-40.536,-0.186182
31976,79.94,-40.6677,-0.186787
31977,79.9425,-41.1366,-0.18894
31978,79.945,-41.0424,-0.188508
31979,79.9475,-40.4616,-0.18584
31980,79.95,-40.0661,-0.184023
31981,79.9525,-39.9125,-0.183318
31982,79.955,-40.1503,-0.18441
31983,79.9575,-40.0875,-0.184122
31984,79.96,-40.2556,-0.184894
31985,79.9625,-40.4975,-0.186005
31986,79.965,-40.5283,-0.186147
31987,79.9675,-40.3715,-0.185426
31988,79.97,-40.4514,-0.185793
31989,79.9725,-39.9609,-0.18354
31990,79.975,-40.328,-0.185226
31991,79.9775,-40.5228,-0.186121
31992,79.98,-40.3554,-0.185353
31993,79.9825,-40.0336,-0.183874
31994,79.985,-39.2152,-0.180115
31995,79.9875,-39.1375,-0.179758
31996,79.99,-38.7825,-0.178128
31997,79.9925,-39.3151,-0.180574
31998,79.995,-39.1382,-0.179762
31999,79.9975,-39.6339,-0.182038
32000,80.0,-39.884,-0.183187
32001,80.0025,-40.3605,-0.185376
32002,80.005,-40.1599,-0.184455
32003,80.0075,-40.245,-0.184845
32004,80.01,-40.525,-0.186131
32005,80.0125,-40.3891,-0.185507
32006,80.015,-40.3436,-0.185298
32007,80.0175,-40.2746,-0.184981
32008,80.02,-40.4616,-0.18584
32009,80.0225,-40.7372,-0.187106
32010,80.025,-40.9646,-0.18815
32011,80.0275,-41.0677,-0.188624
32012,80.03,-41.3253,-0.189807
32013,80.0325,-41.5548,-0.190861
32014,80.035,-41.5381,-0.190784
32015,80.0375,-41.5669,-0.190917
32016,80.04,-41.5048,-0.190631
32017,80.0425,-40.9877,-0.188257
32018,80.045,-41.0554,-0.188567
32019,80.0475,-41.1953,-0.18921
32020,80.05,-41.5191,-0.190697
32021,80.0525,-41.4951,-0.190587
32022,80.055,-41.4728,-0.190485
32023,80.0575,-41.4475,-0.190368
32024,80.06,-41.4748,-0.190494
32025,80.0625,-41.121,-0.188869
32026,80.065,-40.4417,-0.185749
32027,80.0675,-40.3864,-0.185495
32028,80.07,-40.6236,-0.186584
32029,80.0725,-40.7225,-0.187038
32030,80.075,-40.8383,-0.18757
32031,80.0775,-40.8123,-0.187451
32032,80.08,-41.19,-0.189186
32033,80.0825,-41.4784,-0.19051
32034,80.085,-41.4808,-0.190522
32035,80.0875,-41.3268,-0.189814
32036,80.09,-41.2761,-0.189581
32037,80.0925,-41.1554,-0.189027
32038,80.095,-41.2006,-0.189234
32039,80.0975,-41.1453,-0.18898
32040,80.1,-41.2913,-0.189651
32041,80.1025,-41.5475,-0.190828
32042,80.105,-41.606,-0.191097
32043,80.1075,-41.1791,-0.189136
32044,80.11,-41.0422,-0.188507
32045,80.1125,-41.6825,-0.191448
32046,80.115,-41.6433,-0.191268
32047,80.1175,-41.6762,-0.191419
32048,80.12,-41.4866,-0.190548
32049,80.1225,-41.1867,-0.18917
32050,80.125,-41.1771,-0.189126
32051,80.1275,-41.4472,-0.190367
32052,80.13,-41.5678,-0.190921
32053,80.1325,-41.0171,-0.188392
32054,80.135,-40.8236,-0.187503
32055,80.1375,-41.1995,-0.189229
32056,80.14,-40.7396,-0.187117
32057,80.1425,-40.8677,-0.187705
32058,80.145,-40.186,-0.184574
32059,80.1475,-40.2779,-0.184997
32060,80.15,-40.4215,-0.185656
32061,80.1525,-40.4167,-0.185634
32062,80.155,-40.358,-0.185364
32063,80.1575,-40.2339,-0.184794
32064,80.16,-40.0886,-0.184127
32065,80.1625,-40.4871,-0.185957
32066,80.165,-40.7548,-0.187187
32067,80.1675,-40.3846,-0.185486
32068,80.17,-40.1578,-0.184445
32069,80.1725,-40.3122,-0.185154
32070,80.175,-40.7878,-0.187338
32071,80.1775,-40.8469,-0.18761
32072,80.18,-40.4784,-0.185917
32073,80.1825,-40.3678,-0.185409
32074,80.185,-40.2736,-0.184977
32075,80.1875,-40.3298,-0.185235
32076,80.19,-40.1152,-0.184249
32077,80.1925,-39.6469,-0.182098
32078,80.195,-39.6637,-0.182175
32079,80.1975,-40.1427,-0.184376
32080,80.2,-40.0546,-0.183971
32081,80.2025,-39.9467,-0.183475
32082,80.205,-39.9226,-0.183364
32083,80.2075,-40.0407,-0.183907
32084,80.21,-40.5413,-0.186206
32085,80.2125,-40.2983,-0.18509
32086,80.215,-40.3201,-0.18519
32087,80.2175,-40.2593,-0.184911
32088,80.22,-40.6598,-0.186751
32089,80.2225,-40.3173,-0.185177
32090,80.225,-40.1253,-0.184296
32091,80.2275,-39.8108,-0.182851
32092,80.23,-39.6198,-0.181974
32093,80.2325,-39.7525,-0.182583
32094,80.235,-39.6373,-0.182054
32095,80.2375,-39.878,-0.18316
32096,80.24,-39.6601,-0.182159
32097,80.2425,-39.7263,-0.182463
32098,80.245,-39.6057,-0.181909
32099,80.2475,-39.5681,-0.181736
32100,80.25,-39.0864,-0.179524
32101,80.2525,-39.1441,-0.179789
32102,80.255,-39.4381,-0.181139
32103,80.2575,-39.4453,-0.181172
32104,80.26,-39.2053,-0.18007
32105,80.2625,-39.3384,-0.180681
32106,80.265,-39.3089,-0.180546
32107,80.2675,-38.9303,-0.178807
32108,80.27,-38.6577,-0.177555
32109,80.2725,-38.3886,-0.176319
32110,80.275,-38.5267,-0.176953
32111,80.2775,-38.6726,-0.177623
32112,80.28,-38.5348,-0.17699
32113,80.2825,-38.3986,-0.176365
32114,80.285,-38.5615,-0.177113
32115,80.2875,-38.3674,-0.176221
32116,80.29,-38.04,-0.174718
32117,80.2925,-38.0438,-0.174735
32118,80.295,-38.1501,-0.175223
32119,80.2975,-38.0644,-0.17483
32120,80.3,-37.94,-0.174258
32121,80.3025,-38.052,-0.174773
32122,80.305,-38.1434,-0.175193
32123,80.3075,-38.0543,-0.174784
32124,80.31,-38.1433,-0.175192
32125,80.3125,-38.2883,-0.175858
32126,80.315,-37.9677,-0.174386
32127,80.3175,-38.1491,-0.175219
32128,80.32,-38.5444,-0.177034
32129,80.3225,-38.889,-0.178617
32130,80.325,-39.0694,-0.179446
32131,80.3275,-38.9486,-0.178891
32132,80.33,-38.7768,-0.178102
32133,80.3325,-38.8312,-0.178352
32134,80.335,-38.6129,-0.177349
32135,80.3375,-38.4,-0.176371
32136,80.34,-37.9591,-0.174346
32137,80.3425,-38.1388,-0.175171
32138,80.345,-38.6674,-0.1776
32139,80.3475,-38.5226,-0.176934
32140,80.35,-38.3279,-0.17604
32141,80.3525,-38.219,-0.17554
32142,80.355,-38.4047,-0.176393
32143,80.3575,-38.8204,-0.178302
32144,80.36,-38.8108,-0.178258
32145,80.3625,-38.8441,-0.178411
32146,80.365,-39.0892,-0.179537
32147,80.3675,-38.9743,-0.179009
32148,80.37,-38.571,-0.177156
32149,80.3725,-39.1911,-0.180005
32150,80.375,-39.1791,-0.179949
32151,80.3775,-39.0474,-0.179345
32152,80.38,-39.1037,-0.179603
32153,80.3825,-39.4751,-0.181309
32154,80.385,-38.9865,-0.179065
32155,80.3875,-38.5701,-0.177152
32156,80.39,-38.5949,-0.177266
32157,80.3925,-38.8508,-0.178442
32158,80.395,-38.8126,-0.178266
32159,80.3975,-38.6332,-0.177442
32160,80.4,-38.8508,-0.178442
32161,80.4025,-38.5682,-0.177144
32162,80.405,-38.8229,-0.178314
32163,80.4075,-38.5318,-0.176977
32164,80.41,-38.7672,-0.178058
32165,80.4125,-38.6816,-0.177665
32166,80.415,-39.0183,-0.179211
32167,80.4175,-39.0576,-0.179392
32168,80.42,-38.8108,-0.178258
32169,80.4225,-38.5308,-0.176972
32170,80.425,-38.3472,-0.176129
32171,80.4275,-38.2432,-0.175651
32172,80.43,-38.2942,-0.175885
32173,80.4325,-38.1917,-0.175415
32174,80.435,-38.3509,-0.176146
32175,80.4375,-38.4359,-0.176536
32176,80.44,-38.6318,-0.177436
32177,80.4425,-38.4665,-0.176677
32178,80.445,-38.1242,-0.175104
32179,80.4475,-37.953,-0.174318
32180,80.45,-38.0997,-0.174992
32181,80.4525,-38.1673,-0.175302
32182,80.455,-37.8403,-0.173801
32183,80.4575,-37.7963,-0.173598
32184,80.46,-37.6978,-0.173146
32185,80.4625,-38.1245,-0.175106
32186,80.465,-37.8139,-0.173679
32187,80.4675,-37.4894,-0.172189
32188,80.47,-37.1731,-0.170736
32189,80.4725,-37.1174,-0.17048
32190,80.475,-36.9041,-0.169501
32191,80.4775,-36.5828,-0.168025
32192,80.48,-36.8515,-0.169259
32193,80.4825,-36.8928,-0.169449
32194,80.485,-36.8278,-0.16915
32195,80.4875,-36.7504,-0.168795
32196,80.49,-36.4509,-0.167419
32197,80.4925,-36.7526,-0.168805
32198,80.495,-36.8615,-0.169305
32199,80.4975,-36.9169,-0.169559
32200,80.5,-36.8453,-0.16923
32201,80.5025,-36.8842,-0.169409
32202,80.505,-36.6401,-0.168288
32203,80.5075,-36.9032,-0.169497
32204,80.51,-36.7234,-0.168671
32205,80.5125,-36.7301,-0.168701
32206,80.515,-37.0406,-0.170127
32207,80.5175,-37.2335,-0.171013
32208,80.52,-37.3776,-0.171676
32209,80.5225,-37.2053,-0.170884
32210,80.525,-37.4115,-0.171831
32211,80.5275,-37.4076,-0.171813
32212,80.53,-37.656,-0.172954
32213,80.5325,-37.7836,-0.17354
32214,80.535,-37.4184,-0.171863
32215,80.5375,-37.0885,-0.170347
32216,80.54,-36.9602,-0.169758
32217,80.5425,-37.0843,-0.170328
32218,80.545,-36.3942,-0.167159
32219,80.5475,-35.8609,-0.164709
32220,80.55,-35.8519,-0.164668
32221,80.5525,-36.1235,-0.165915
32222,80.555,-36.7999,-0.169022
32223,80.5575,-36.6423,-0.168298
32224,80.56,-36.5612,-0.167926
32225,80.5625,-36.8337,-0.169177
32226,80.565,-37.1767,-0.170752
32227,80.5675,-36.9363,-0.169648
32228,80.57,-36.1713,-0.166135
32229,80.5725,-36.405,-0.167208
32230,80.575,-36.4587,-0.167455
32231,80.5775,-36.5652,-0.167944
32232,80.58,-36.3839,-0.167111
32233,80.5825,-36.1885,-0.166214
32234,80.585,-36.047,-0.165564
32235,80.5875,-36.2035,-0.166283
32236,80.59,-36.5122,-0.167701
32237,80.5925,-36.1624,-0.166094
32238,80.595,-36.0246,-0.165461
32239,80.5975,-36.3404,-0.166911
32240,80.6,-36.3893,-0.167136
32241,80.6025,-36.7245,-0.168676
32242,80.605,-36.2901,-0.16668
32243,80.6075,-36.1607,-0.166086
32244,80.61,-36.1969,-0.166252
32245,80.6125,-36.7985,-0.169016
32246,80.615,-36.4507,-0.167418
32247,80.6175,-36.4827,-0.167565
32248,80.62,-36.3148,-0.166794
32249,80.6225,-36.1043,-0.165827
32250,80.625,-36.2263,-0.166388
32251,80.6275,-36.6845,-0.168492
32252,80.63,-36.4619,-0.16747
32253,80.6325,-36.752,-0.168802
32254,80.635,-36.7491,-0.168789
32255,80.6375,-37.1719,-0.17073
32256,80.64,-36.804,-0.169041
32257,80.6425,-37.0049,-0.169964
32258,80.645,-37.0235,-0.170049
32259,80.6475,-37.1506,-0.170633
32260,80.65,-37.1455,-0.17061
32261,80.6525,-36.9645,-0.169778
32262,80.655,-37.4562,-0.172036
32263,80.6575,-37.6457,-0.172907
32264,80.66,-37.8232,-0.173722
32265,80.6625,-37.7258,-0.173275
32266,80.665,-37.6496,-0.172925
32267,80.6675,-37.4376,-0.171951
32268,80.67,-37.4379,-0.171952
32269,80.6725,-36.7972,-0.16901
32270,80.675,-36.542,-0.167838
32271,80.6775,-36.6958,-0.168544
32272,80.68,-36.8472,-0.169239
32273,80.6825,-36.7335,-0.168717
32274,80.685,-36.6677,-0.168415
32275,80.6875,-36.5545,-0.167895
32276,80.69,-36.4208,-0.167281
32277,80.6925,-36.1117,-0.165861
32278,80.695,-36.0068,-0.165379
32279,80.6975,-35.7542,-0.164219
32280,80.7,-35.4855,-0.162985
32281,80.7025,-35.7182,-0.164053
32282,80.705,-35.8523,-0.164669
32283,80.7075,-35.8129,-0.164489
32284,80.71,-36.1587,-0.166077
32285,80.7125,-35.8591,-0.164701
32286,80.715,-36.0733,-0.165685
32287,80.7175,-35.8998,-0.164888
32288,80.72,-35.8339,-0.164585
32289,80.7225,-35.1669,-0.161522
32290,80.725,-35.3999,-0.162592
32291,80.7275,-35.5211,-0.163148
32292,80.73,-35.7363,-0.164137
32293,80.7325,-35.2616,-0.161956
32294,80.735,-35.4935,-0.163022
32295,80.7375,-35.0252,-0.160871
32296,80.74,-34.91,-0.160342
32297,80.7425,-34.5099,-0.158504
32298,80.745,-34.3823,-0.157918
32299,80.7475,-34.5893,-0.158869
32300,80.75,-34.6791,-0.159281
32301,80.7525,-34.5437,-0.158659
32302,80.755,-34.582,-0.158835
32303,80.7575,-34.4665,-0.158305
32304,80.76,-34.4617,-0.158283
32305,80.7625,-34.3252,-0.157656
32306,80.765,-34.0785,-0.156522
32307,80.7675,-34.1867,-0.157019
32308,80.77,-34.3537,-0.157787
32309,80.7725,-34.5101,-0.158505
32310,80.775,-34.635,-0.159079
32311,80.7775,-34.9498,-0.160524
32312,80.78,-34.5087,-0.158499
32313,80.7825,-34.5894,-0.158869
32314,80.785,-34.228,-0.157209
32315,80.7875,-34.2501,-0.157311
32316,80.79,-34.1315,-0.156766
32317,80.7925,-34.3872,-0.15794
32318,80.795,-34.3392,-0.15772
32319,80.7975,-34.305,-0.157563
32320,80.8,-34.006,-0.156189
32321,80.8025,-34.1965,-0.157065
32322,80.805,-34.1249,-0.156736
32323,80.8075,-33.9137,-0.155765
32324,80.81,-33.8444,-0.155447
32325,80.8125,-33.7173,-0.154863
32326,80.815,-33.8701,-0.155565
32327,80.8175,-34.4028,-0.158012
32328,80.82,-34.6442,-0.159121
32329,80.8225,-34.288,-0.157485
32330,80.825,-34.4336,-0.158153
32331,80.8275,-34.5372,-0.158629
32332,80.83,-34.2163,-0.157155
32333,80.8325,-34.2945,-0.157515
32334,80.835,-34.2585,-0.157349
32335,80.8375,-34.4899,-0.158412
32336,80.84,-34.5091,-0.1585
32337,80.8425,-34.861,-0.160117
32338,80.845,-34.9261,-0.160415
32339,80.8475,-34.9528,-0.160538
32340,80.85,-34.709,-0.159418
32341,80.8525,-34.6092,-0.15896
32342,80.855,-35.2803,-0.162043
32343,80.8575,-35.5157,-0.163124
32344,80.86,-35.2458,-0.161884
32345,80.8625,-35.3079,-0.162169
32346,80.865,-35.301,-0.162138
32347,80.8675,-34.7567,-0.159638
32348,80.87,-35.0071,-0.160788
32349,80.8725,-35.0519,-0.160993
32350,80.875,-35.2309,-0.161816
32351,80.8775,-35.1156,-0.161286
32352,80.88,-35.1483,-0.161436
32353,80.8825,-35.0158,-0.160828
32354,80.885,-35.686,-0.163906
32355,80.8875,-35.6656,-0.163812
32356,80.89,-35.3184,-0.162217
32357,80.8925,-35.1529,-0.161457
32358,80.895,-35.2564,-0.161933
32359,80.8975,-35.5565,-0.163311
32360,80.9,-35.7876,-0.164372
32361,80.9025,-36.3715,-0.167054
32362,80.905,-36.2432,-0.166465
32363,80.9075,-36.2954,-0.166705
32364,80.91,-36.2845,-0.166655
32365,80.9125,-36.6677,-0.168415
32366,80.915,-36.4694,-0.167504
32367,80.9175,-36.4937,-0.167615
32368,80.92,-36.5871,-0.168044
32369,80.9225,-36.6789,-0.168466
32370,80.925,-36.6261,-0.168224
32371,80.9275,-36.2419,-0.166459
32372,80.93,-36.3238,-0.166835
32373,80.9325,-36.5052,-0.167668
32374,80.935,-36.4727,-0.167519
32375,80.9375,-36.2991,-0.166722
32376,80.94,-36.2035,-0.166283
32377,80.9425,-36.3378,-0.1669
32378,80.945,-35.9932,-0.165317
32379,80.9475,-36.4757,-0.167533
32380,80.95,-36.2817,-0.166642
32381,80.9525,-36.4699,-0.167506
32382,80.955,-36.6163,-0.168179
32383,80.9575,-36.5684,-0.167958
32384,80.96,-36.8497,-0.169251
32385,80.9625,-36.3383,-0.166902
32386,80.965,-36.0258,-0.165467
32387,80.9675,-35.484,-0.162978
32388,80.97,-35.3555,-0.162388
32389,80.9725,-34.9616,-0.160579
32390,80.975,-35.4418,-0.162784
32391,80.9775,-35.302,-0.162142
32392,80.98,-35.2992,-0.162129
32393,80.9825,-35.5479,-0.163271
32394,80.985,-35.4041,-0.162611
32395,80.9875,-34.9937,-0.160726
32396,80.99,-34.953,-0.160539
32397,80.9925,-34.7247,-0.159491
32398,80.995,-34.5476,-0.158677
32399,80.9975,-34.1406,-0.156808
32400,81.0,-34.2223,-0.157183
32401,81.0025,-34.6706,-0.159242
32402,81.005,-34.6095,-0.158962
32403,81.0075,-34.793,-0.159804
32404,81.01,-34.5947,-0.158893
32405,81.0125,-34.8452,-0.160044
32406,81.015,-34.9497,-0.160524
32407,81.0175,-34.6272,-0.159043
32408,81.02,-34.8885,-0.160243
32409,81.0225,-34.8453,-0.160045
32410,81.025,-34.4626,-0.158287
32411,81.0275,-34.7015,-0.159384
32412,81.03,-35.279,-0.162037
32413,81.0325,-35.8018,-0.164438
32414,81.035,-36.045,-0.165555
32415,81.0375,-36.1418,-0.165999
32416,81.04,-36.5419,-0.167837
32417,81.0425,-35.9017,-0.164896
32418,81.045,-35.6334,-0.163664
32419,81.0475,-35.7219,-0.164071
32420,81.05,-35.6607,-0.16379
32421,81.0525,-35.7069,-0.164002
32422,81.055,-35.7433,-0.164169
32423,81.0575,-35.8881,-0.164834
32424,81.06,-35.6022,-0.163521
32425,81.0625,-36.028,-0.165477
32426,81.065,-35.8422,-0.164623
32427,81.0675,-35.3906,-0.162549
32428,81.07,-34.9739,-0.160635
32429,81.0725,-35.2143,-0.161739
32430,81.075,-35.0081,-0.160792
32431,81.0775,-34.8682,-0.160149
32432,81.08,-34.8097,-0.159881
32433,81.0825,-34.8079,-0.159872
32434,81.085,-35.2172,-0.161753
32435,81.0875,-35.4238,-0.162702
32436,81.09,-35.6708,-0.163836
32437,81.0925,-36.0925,-0.165773
32438,81.095,-36.0057,-0.165374
32439,81.0975,-35.8232,-0.164536
32440,81.1,-36.0831,-0.16573
32441,81.1025,-35.9571,-0.165151
32442,81.105,-35.8459,-0.16464
32443,81.1075,-35.7696,-0.16429
32444,81.11,-35.9568,-0.16515
32445,81.1125,-35.4748,-0.162936
32446,81.115,-35.5801,-0.163419
32447,81.1175,-35.324,-0.162243
32448,81.12,-35.5199,-0.163143
32449,81.1225,-35.4128,-0.162651
32450,81.125,-35.2424,-0.161868
32451,81.1275,-35.4076,-0.162627
32452,81.13,-35.8106,-0.164478
32453,81.1325,-36.1578,-0.166073
32454,81.135,-35.992,-0.165311
32455,81.1375,-35.8584,-0.164698
32456,81.14,-36.1928,-0.166234
32457,81.1425,-35.9098,-0.164934
32458,81.145,-35.4735,-0.16293
32459,81.1475,-35.4233,-0.162699
32460,81.15,-35.3373,-0.162304
32461,81.1525,-35.4588,-0.162862
32462,81.155,-35.2558,-0.16193
32463,81.1575,-35.338,-0.162308
32464,81.16,-34.862,-0.160121
32465,81.1625,-34.567,-0.158766
32466,81.165,-34.2135,-0.157142
32467,81.1675,-34.1171,-0.1567
32468,81.17,-33.677,-0.154679
32469,81.1725,-34.2569,-0.157342
32470,81.175,-34.346,-0.157751
32471,81.1775,-34.2799,-0.157448
32472,81.18,-34.0316,-0.156307
32473,81.1825,-34.2619,-0.157365
32474,81.185,-34.4439,-0.158201
32475,81.1875,-34.8167,-0.159913
32476,81.19,-34.8474,-0.160054
32477,81.1925,-34.8135,-0.159898
32478,81.195,-34.6727,-0.159252
32479,81.1975,-34.8323,-0.159985
32480,81.2,-34.7868,-0.159776
32481,81.2025,-34.7325,-0.159526
32482,81.205,-35.0122,-0.160811
32483,81.2075,-35.0088,-0.160796
32484,81.21,-35.4379,-0.162766
32485,81.2125,-35.708,-0.164007
32486,81.215,-35.8846,-0.164818
32487,81.2175,-35.52,-0.163143
32488,81.22,-35.6742,-0.163851
32489,81.2225,-35.82,-0.164521
32490,81.225,-36.0003,-0.16535
32491,81.2275,-36.518,-0.167727
32492,81.23,-36.529,-0.167778
32493,81.2325,-36.8279,-0.169151
32494,81.235,-37.1862,-0.170796
32495,81.2375,-36.9439,-0.169683
32496,81.24,-36.906,-0.169509
32497,81.2425,-37.0851,-0.170332
32498,81.245,-37.1111,-0.170451
32499,81.2475,-36.8469,-0.169238
32500,81.25,-36.8893,-0.169433
32501,81.2525,-36.9993,-0.169938
32502,81.255,-37.1008,-0.170404
32503,81.2575,-36.9251,-0.169597
32504,81.26,-36.7705,-0.168887
32505,81.2625,-37.0541,-0.170189
32506,81.265,-37.4105,-0.171826
32507,81.2675,-37.492,-0.172201
32508,81.27,-37.0606,-0.170219
32509,81.2725,-36.7217,-0.168663
32510,81.275,-36.6997,-0.168562
32511,81.2775,-36.748,-0.168783
32512,81.28,-36.7558,-0.168819
32513,81.2825,-36.737,-0.168733
32514,81.285,-36.581,-0.168016
32515,81.2875,-36.4969,-0.16763
32516,81.29,-36.6869,-0.168503
32517,81.2925,-36.8185,-0.169107
32518,81.295,-36.6017,-0.168111
32519,81.2975,-36.5932,-0.168072
32520,81.3,-36.7647,-0.16886
32521,81.3025,-37.1129,-0.17046
32522,81.305,-36.9103,-0.169529
32523,81.3075,-36.757,-0.168825
32524,81.31,-37.0021,-0.169951
32525,81.3125,-37.3124,-0.171376
32526,81.315,-37.2866,-0.171257
32527,81.3175,-37.1398,-0.170583
32528,81.32,-37.2987,-0.171313
32529,81.3225,-37.2379,-0.171034
32530,81.325,-37.6351,-0.172858
32531,81.3275,-37.4296,-0.171914
32532,81.33,-37.974,-0.174415
32533,81.3325,-37.6219,-0.172797
32534,81.335,-38.0282,-0.174663
32535,81.3375,-38.0228,-0.174639
32536,81.34,-37.6657,-0.172999
32537,81.3425,-37.7693,-0.173475
32538,81.345,-38.0852,-0.174925
32539,81.3475,-37.9893,-0.174485
32540,81.35,-38.0401,-0.174718
32541,81.3525,-38.5133,-0.176892
32542,81.355,-38.4066,-0.176402
32543,81.3575,-38.4913,-0.176791
32544,81.36,-38.7898,-0.178161
32545,81.3625,-38.8034,-0.178224
32546,81.365,-38.8429,-0.178406
32547,81.3675,-38.8988,-0.178662
32548,81.37,-38.7671,-0.178057
32549,81.3725,-38.6212,-0.177387
32550,81.375,-38.5574,-0.177094
