frame_idx,time_s,shift_px,position_mm
833,2.0825,0.5668,0.002603
834,2.085,0.5882,0.002702
835,2.0875,0.5372,0.002467
836,2.09,0.348,0.001598
837,2.0925,0.1924,0.000884
838,2.095,0.0996,0.000458
839,2.0975,-0.1085,-0.000498
840,2.1,0.0624,0.000287
841,2.1025,-0.3298,-0.001515
842,2.105,-0.9315,-0.004279
843,2.1075,-1.3446,-0.006176
844,2.11,-1.4772,-0.006785
845,2.1125,-1.2989,-0.005966
846,2.115,-1.4478,-0.00665
847,2.1175,-1.4698,-0.006751
848,2.12,-1.8416,-0.008458
849,2.1225,-1.8826,-0.008647
850,2.125,-1.8616,-0.00855
851,2.1275,-2.4325,-0.011172
852,2.13,-2.7929,-0.012828
853,2.1325,-2.408,-0.01106
854,2.135,-2.2762,-0.010454
855,2.1375,-2.8439,-0.013062
856,2.14,-2.6745,-0.012284
857,2.1425,-2.6794,-0.012306
858,2.145,-2.1994,-0.010102
859,2.1475,-2.7292,-0.012535
860,2.15,-2.8675,-0.013171
861,2.1525,-2.8538,-0.013108
862,2.155,-2.7077,-0.012436
863,2.1575,-2.0691,-0.009503
864,2.16,-1.8784,-0.008628
865,2.1625,-1.4345,-0.006589
866,2.165,-1.0653,-0.004893
867,2.1675,-0.8362,-0.003841
868,2.17,-1.2447,-0.005717
869,2.1725,-1.3694,-0.00629
870,2.175,-1.9743,-0.009068
871,2.1775,-2.3985,-0.011016
872,2.18,-2.6644,-0.012237
873,2.1825,-2.6336,-0.012096
874,2.185,-2.5935,-0.011912
875,2.1875,-2.7533,-0.012646
876,2.19,-3.0285,-0.01391
877,2.1925,-3.0611,-0.014059
878,2.195,-3.3364,-0.015324
879,2.1975,-3.9347,-0.018072
880,2.2,-3.7329,-0.017145
881,2.2025,-3.4462,-0.015828
882,2.205,-3.2245,-0.01481
883,2.2075,-3.3609,-0.015437
884,2.21,-3.3361,-0.015323
885,2.2125,-2.5496,-0.01171
886,2.215,-2.0599,-0.009461
887,2.2175,-2.1269,-0.009769
888,2.22,-2.2431,-0.010303
889,2.2225,-2.4073,-0.011057
890,2.225,-2.4357,-0.011187
891,2.2275,-2.2746,-0.010447
892,2.23,-2.4026,-0.011035
893,2.2325,-2.9791,-0.013683
894,2.235,-3.0246,-0.013892
895,2.2375,-2.928,-0.013448
896,2.24,-2.4296,-0.011159
897,2.2425,-2.4773,-0.011378
898,2.245,-2.7366,-0.012569
899,2.2475,-2.6758,-0.01229
900,2.25,-2.7517,-0.012638
901,2.2525,-2.7343,-0.012558
902,2.255,-2.7853,-0.012793
903,2.2575,-2.7564,-0.01266
904,2.26,-2.4342,-0.01118
905,2.2625,-2.2682,-0.010418
906,2.265,-1.8055,-0.008293
907,2.2675,-1.9431,-0.008925
908,2.27,-1.9484,-0.008949
909,2.2725,-2.0666,-0.009492
910,2.275,-1.8512,-0.008502
911,2.2775,-1.6951,-0.007786
912,2.28,-2.2199,-0.010196
913,2.2825,-2.8365,-0.013028
914,2.285,-3.321,-0.015253
915,2.2875,-3.9046,-0.017934
916,2.29,-4.3436,-0.01995
917,2.2925,-4.5182,-0.020752
918,2.295,-4.6863,-0.021524
919,2.2975,-4.8839,-0.022432
920,2.3,-5.0129,-0.023024
921,2.3025,-4.6298,-0.021265
922,2.305,-4.523,-0.020774
923,2.3075,-4.4531,-0.020453
924,2.31,-4.5283,-0.020798
925,2.3125,-4.6622,-0.021414
926,2.315,-4.7085,-0.021626
927,2.3175,-4.5993,-0.021125
928,2.32,-4.6661,-0.021431
929,2.3225,-4.4649,-0.020507
930,2.325,-4.1701,-0.019153
931,2.3275,-4.4021,-0.020219
932,2.33,-3.906,-0.01794
933,2.3325,-3.8778,-0.017811
934,2.335,-4.1077,-0.018867
935,2.3375,-3.8619,-0.017738
936,2.34,-3.9511,-0.018147
937,2.3425,-3.9167,-0.017989
938,2.345,-3.6569,-0.016796
939,2.3475,-3.7484,-0.017216
940,2.35,-3.7011,-0.016999
941,2.3525,-3.6561,-0.016792
942,2.355,-4.0103,-0.01842
943,2.3575,-4.1921,-0.019254
944,2.36,-4.145,-0.019038
945,2.3625,-3.6722,-0.016866
946,2.365,-3.6237,-0.016644
947,2.3675,-3.7887,-0.017402
948,2.37,-3.742,-0.017187
949,2.3725,-3.4956,-0.016056
950,2.375,-4.0321,-0.01852
951,2.3775,-4.2164,-0.019366
952,2.38,-4.31,-0.019796
953,2.3825,-4.1146,-0.018898
954,2.385,-4.0639,-0.018665
955,2.3875,-3.7584,-0.017262
956,2.39,-3.6401,-0.016719
957,2.3925,-3.8328,-0.017604
958,2.395,-3.5268,-0.016198
959,2.3975,-3.2103,-0.014745
960,2.4,-3.5112,-0.016127
961,2.4025,-4.1516,-0.019068
962,2.405,-3.8365,-0.017621
963,2.4075,-3.7162,-0.017069
964,2.41,-3.5749,-0.016419
965,2.4125,-3.1355,-0.014402
966,2.415,-2.9581,-0.013587
967,2.4175,-3.2388,-0.014876
968,2.42,-2.9769,-0.013673
969,2.4225,-3.0647,-0.014076
970,2.425,-3.2918,-0.015119
971,2.4275,-3.5017,-0.016084
972,2.43,-2.8917,-0.013281
973,2.4325,-2.5713,-0.01181
974,2.435,-2.6854,-0.012334
975,2.4375,-2.7776,-0.012758
976,2.44,-2.6214,-0.01204
977,2.4425,-3.0259,-0.013898
978,2.445,-2.9727,-0.013653
979,2.4475,-3.0077,-0.013815
980,2.45,-3.4405,-0.015802
981,2.4525,-3.6993,-0.016991
982,2.455,-3.5128,-0.016134
983,2.4575,-3.3152,-0.015227
984,2.46,-3.6628,-0.016823
985,2.4625,-3.6767,-0.016887
986,2.465,-3.7616,-0.017277
987,2.4675,-3.8899,-0.017866
988,2.47,-3.9615,-0.018195
989,2.4725,-3.6421,-0.016728
990,2.475,-3.3365,-0.015324
991,2.4775,-3.4524,-0.015857
992,2.48,-3.3072,-0.01519
993,2.4825,-3.2511,-0.014932
994,2.485,-3.4045,-0.015637
995,2.4875,-2.7787,-0.012763
996,2.49,-2.9836,-0.013704
997,2.4925,-3.0386,-0.013956
998,2.495,-3.179,-0.014601
999,2.4975,-3.4041,-0.015635
1000,2.5,-3.3321,-0.015304
1001,2.5025,-2.7563,-0.01266
1002,2.505,-3.1364,-0.014406
1003,2.5075,-3.3759,-0.015505
1004,2.51,-3.2516,-0.014935
1005,2.5125,-3.4488,-0.01584
1006,2.515,-3.3524,-0.015398
1007,2.5175,-3.9625,-0.0182
1008,2.52,-4.1487,-0.019055
1009,2.5225,-3.8976,-0.017902
1010,2.525,-3.508,-0.016112
1011,2.5275,-3.414,-0.01568
1012,2.53,-3.6031,-0.016549
1013,2.5325,-3.5432,-0.016274
1014,2.535,-3.3075,-0.015192
1015,2.5375,-3.2746,-0.01504
1016,2.54,-2.8174,-0.012941
1017,2.5425,-2.9453,-0.013528
1018,2.545,-2.983,-0.013701
1019,2.5475,-3.0285,-0.01391
1020,2.55,-3.0783,-0.014139
1021,2.5525,-3.0858,-0.014173
1022,2.555,-3.0214,-0.013877
1023,2.5575,-2.5738,-0.011822
1024,2.56,-2.4097,-0.011068
1025,2.5625,-1.9421,-0.00892
1026,2.565,-2.1813,-0.010019
1027,2.5675,-2.2533,-0.010349
1028,2.57,-2.1742,-0.009986
1029,2.5725,-2.3834,-0.010947
1030,2.575,-2.5063,-0.011511
1031,2.5775,-2.7585,-0.01267
1032,2.58,-2.5558,-0.011739
1033,2.5825,-2.6218,-0.012042
1034,2.585,-2.5479,-0.011703
1035,2.5875,-2.3272,-0.010689
1036,2.59,-2.3887,-0.010971
1037,2.5925,-1.9035,-0.008743
1038,2.595,-2.0442,-0.009389
1039,2.5975,-2.3861,-0.010959
1040,2.6,-2.6123,-0.011998
1041,2.6025,-2.3414,-0.010754
1042,2.605,-2.2536,-0.010351
1043,2.6075,-2.5048,-0.011505
1044,2.61,-2.4824,-0.011402
1045,2.6125,-2.535,-0.011643
1046,2.615,-2.4527,-0.011265
1047,2.6175,-2.1667,-0.009952
1048,2.62,-1.8152,-0.008337
1049,2.6225,-2.1378,-0.009819
1050,2.625,-2.2222,-0.010207
1051,2.6275,-2.0682,-0.009499
1052,2.63,-1.9707,-0.009051
1053,2.6325,-2.1903,-0.01006
1054,2.635,-2.3278,-0.010692
1055,2.6375,-2.2671,-0.010413
1056,2.64,-2.2522,-0.010344
1057,2.6425,-2.2932,-0.010533
1058,2.645,-2.6111,-0.011993
1059,2.6475,-2.2712,-0.010432
1060,2.65,-2.0613,-0.009468
1061,2.6525,-1.6228,-0.007453
1062,2.655,-1.8114,-0.00832
1063,2.6575,-1.5468,-0.007104
1064,2.66,-1.4517,-0.006668
1065,2.6625,-1.2957,-0.005951
1066,2.665,-1.605,-0.007372
1067,2.6675,-1.571,-0.007216
1068,2.67,-1.6372,-0.007519
1069,2.6725,-1.4081,-0.006468
1070,2.675,-1.0941,-0.005025
1071,2.6775,-1.3862,-0.006367
1072,2.68,-1.567,-0.007197
1073,2.6825,-1.551,-0.007124
1074,2.685,-1.2967,-0.005956
1075,2.6875,-1.2692,-0.00583
1076,2.69,-1.4955,-0.006869
1077,2.6925,-1.6909,-0.007766
1078,2.695,-1.4029,-0.006444
1079,2.6975,-1.234,-0.005668
1080,2.7,-1.0275,-0.004719
1081,2.7025,-1.3638,-0.006264
1082,2.705,-1.491,-0.006848
1083,2.7075,-1.0064,-0.004622
1084,2.71,-0.8858,-0.004068
1085,2.7125,-0.9917,-0.004555
1086,2.715,-1.294,-0.005944
1087,2.7175,-1.7806,-0.008178
1088,2.72,-1.9004,-0.008729
1089,2.7225,-2.0544,-0.009436
1090,2.725,-2.3275,-0.01069
1091,2.7275,-2.1071,-0.009678
1092,2.73,-2.2119,-0.010159
1093,2.7325,-1.9364,-0.008894
1094,2.735,-2.1828,-0.010026
1095,2.7375,-1.8399,-0.008451
1096,2.74,-1.805,-0.00829
1097,2.7425,-1.2234,-0.005619
1098,2.745,-0.8465,-0.003888
1099,2.7475,-0.8289,-0.003807
1100,2.75,-0.8276,-0.003801
1101,2.7525,-1.169,-0.005369
1102,2.755,-1.4345,-0.006589
1103,2.7575,-1.5363,-0.007056
1104,2.76,-1.5123,-0.006946
1105,2.7625,-1.3342,-0.006128
1106,2.765,-1.2824,-0.00589
1107,2.7675,-1.0793,-0.004957
1108,2.77,-0.778,-0.003573
1109,2.7725,-0.4247,-0.001951
1110,2.775,-0.4785,-0.002198
1111,2.7775,0.2676,0.001229
1112,2.78,0.6945,0.00319
1113,2.7825,0.4605,0.002115
1114,2.785,-0.024,-0.00011
1115,2.7875,0.2988,0.001372
1116,2.79,0.446,0.002048
1117,2.7925,0.551,0.002531
1118,2.795,0.5285,0.002427
1119,2.7975,0.6801,0.003124
1120,2.8,0.7867,0.003613
1121,2.8025,1.2297,0.005648
1122,2.805,1.3495,0.006198
1123,2.8075,1.2195,0.005601
1124,2.81,1.4417,0.006622
1125,2.8125,1.5033,0.006904
1126,2.815,1.3506,0.006203
1127,2.8175,1.2444,0.005715
1128,2.82,1.1046,0.005074
1129,2.8225,1.236,0.005677
1130,2.825,1.344,0.006173
1131,2.8275,1.2986,0.005964
1132,2.83,1.0376,0.004766
1133,2.8325,0.9529,0.004376
1134,2.835,1.1343,0.00521
1135,2.8375,1.7873,0.008209
1136,2.84,1.5363,0.007056
1137,2.8425,1.5568,0.007151
1138,2.845,1.3288,0.006103
1139,2.8475,1.2402,0.005696
1140,2.85,1.2646,0.005809
1141,2.8525,1.2267,0.005634
1142,2.855,1.0275,0.004719
1143,2.8575,1.0859,0.004988
1144,2.86,0.6554,0.00301
1145,2.8625,0.6629,0.003045
1146,2.865,0.6776,0.003112
1147,2.8675,0.7152,0.003285
1148,2.87,0.8694,0.003993
1149,2.8725,1.0794,0.004957
1150,2.875,0.8338,0.00383
1151,2.8775,0.6542,0.003005
1152,2.88,0.2772,0.001273
1153,2.8825,0.4224,0.00194
1154,2.885,0.8568,0.003935
1155,2.8875,0.9395,0.004315
1156,2.89,0.9553,0.004388
1157,2.8925,0.9875,0.004536
1158,2.895,0.7042,0.003234
1159,2.8975,-0.0363,-0.000167
1160,2.9,0.2016,0.000926
1161,2.9025,0.198,0.000909
1162,2.905,0.259,0.00119
1163,2.9075,0.1912,0.000878
1164,2.91,-0.0812,-0.000373
1165,2.9125,-0.1013,-0.000465
1166,2.915,-0.0678,-0.000312
1167,2.9175,-0.4069,-0.001869
1168,2.92,-0.6638,-0.003049
1169,2.9225,-0.6543,-0.003005
1170,2.925,-0.0167,-7.7e-05
1171,2.9275,0.4933,0.002266
1172,2.93,0.3704,0.001701
1173,2.9325,0.4349,0.001998
1174,2.935,0.3806,0.001748
1175,2.9375,0.5314,0.002441
1176,2.94,0.3264,0.001499
1177,2.9425,0.0426,0.000196
1178,2.945,-0.0056,-2.6e-05
1179,2.9475,-0.0043,-2e-05
1180,2.95,0.039,0.000179
1181,2.9525,0.3249,0.001492
1182,2.955,0.1169,0.000537
1183,2.9575,-0.0108,-5e-05
1184,2.96,-0.308,-0.001414
1185,2.9625,-0.5797,-0.002662
1186,2.965,-0.7051,-0.003239
1187,2.9675,-0.8336,-0.003829
1188,2.97,-0.4058,-0.001864
1189,2.9725,0.2522,0.001158
1190,2.975,0.2256,0.001036
1191,2.9775,0.4475,0.002056
1192,2.98,0.7543,0.003464
1193,2.9825,0.8111,0.003726
1194,2.985,0.8685,0.003989
1195,2.9875,0.9779,0.004492
1196,2.99,1.0949,0.005029
1197,2.9925,1.2573,0.005775
1198,2.995,1.2005,0.005514
1199,2.9975,1.399,0.006426
1200,3.0,1.3281,0.0061
1201,3.0025,1.4902,0.006845
1202,3.005,1.7584,0.008077
1203,3.0075,1.895,0.008704
1204,3.01,1.7693,0.008126
1205,3.0125,2.0473,0.009403
1206,3.015,1.9071,0.008759
1207,3.0175,1.8251,0.008383
1208,3.02,1.7843,0.008195
1209,3.0225,1.4916,0.006851
1210,3.025,0.9999,0.004592
1211,3.0275,0.8494,0.003901
1212,3.03,1.2759,0.00586
1213,3.0325,1.1704,0.005375
1214,3.035,0.3857,0.001772
1215,3.0375,0.3709,0.001704
1216,3.04,0.0443,0.000204
1217,3.0425,0.3294,0.001513
1218,3.045,0.7478,0.003435
1219,3.0475,0.8644,0.00397
1220,3.05,0.762,0.0035
1221,3.0525,1.0594,0.004866
1222,3.055,1.0628,0.004882
1223,3.0575,0.9358,0.004298
1224,3.06,0.904,0.004152
1225,3.0625,1.2214,0.00561
1226,3.065,1.4384,0.006606
1227,3.0675,1.1552,0.005306
1228,3.07,1.4555,0.006685
1229,3.0725,1.5884,0.007295
1230,3.075,1.8701,0.00859
1231,3.0775,1.9279,0.008855
1232,3.08,2.0706,0.00951
1233,3.0825,2.005,0.009209
1234,3.085,2.3266,0.010686
1235,3.0875,2.3774,0.010919
1236,3.09,1.9302,0.008866
1237,3.0925,1.7371,0.007978
1238,3.095,1.0966,0.005037
1239,3.0975,1.0812,0.004966
1240,3.1,1.4782,0.006789
1241,3.1025,1.2838,0.005897
1242,3.105,1.1991,0.005507
1243,3.1075,1.3119,0.006025
1244,3.11,1.4302,0.006569
1245,3.1125,1.2656,0.005813
1246,3.115,1.1004,0.005054
1247,3.1175,1.1004,0.005054
1248,3.12,1.2796,0.005877
1249,3.1225,1.4878,0.006833
1250,3.125,1.6841,0.007735
1251,3.1275,1.2259,0.005631
1252,3.13,1.1457,0.005262
1253,3.1325,0.904,0.004152
1254,3.135,1.041,0.004781
1255,3.1375,0.7303,0.003354
1256,3.14,0.4691,0.002155
1257,3.1425,0.6124,0.002813
1258,3.145,0.6053,0.00278
1259,3.1475,0.7421,0.003409
1260,3.15,0.7144,0.003281
1261,3.1525,0.6174,0.002836
1262,3.155,0.5829,0.002677
1263,3.1575,0.9186,0.004219
1264,3.16,0.7317,0.003361
1265,3.1625,0.4707,0.002162
1266,3.165,0.2517,0.001156
1267,3.1675,0.446,0.002048
1268,3.17,0.1658,0.000762
1269,3.1725,-0.3999,-0.001837
1270,3.175,-0.7636,-0.003507
1271,3.1775,-1.0311,-0.004736
1272,3.18,-0.8636,-0.003967
1273,3.1825,-0.3281,-0.001507
1274,3.185,-0.1708,-0.000785
1275,3.1875,-0.6014,-0.002762
1276,3.19,-0.4451,-0.002044
1277,3.1925,-0.373,-0.001713
1278,3.195,-0.3858,-0.001772
1279,3.1975,-0.0372,-0.000171
1280,3.2,0.3428,0.001575
1281,3.2025,0.2287,0.00105
1282,3.205,0.3357,0.001542
1283,3.2075,0.0219,0.000101
1284,3.21,-0.2597,-0.001193
1285,3.2125,-0.2744,-0.00126
1286,3.215,-0.1471,-0.000675
1287,3.2175,-0.255,-0.001171
1288,3.22,-0.2299,-0.001056
1289,3.2225,-0.0235,-0.000108
1290,3.225,0.1225,0.000563
1291,3.2275,0.6122,0.002812
1292,3.23,0.6485,0.002979
1293,3.2325,0.6996,0.003213
1294,3.235,0.6557,0.003012
1295,3.2375,1.0198,0.004684
1296,3.24,0.7611,0.003496
1297,3.2425,0.9353,0.004296
1298,3.245,0.7441,0.003418
1299,3.2475,0.6424,0.00295
1300,3.25,0.5421,0.00249
1301,3.2525,0.7298,0.003352
1302,3.255,0.7285,0.003346
1303,3.2575,0.5012,0.002302
1304,3.26,0.2345,0.001077
1305,3.2625,0.2193,0.001007
1306,3.265,0.2166,0.000995
1307,3.2675,0.1133,0.00052
1308,3.27,-0.0105,-4.8e-05
1309,3.2725,0.4441,0.00204
1310,3.275,0.0915,0.00042
1311,3.2775,0.1923,0.000883
1312,3.28,0.6233,0.002863
1313,3.2825,0.8963,0.004117
1314,3.285,0.9937,0.004564
1315,3.2875,1.2345,0.00567
1316,3.29,1.2952,0.005949
1317,3.2925,0.9913,0.004553
1318,3.295,1.4935,0.006859
1319,3.2975,1.8479,0.008487
1320,3.3,1.6328,0.0075
1321,3.3025,1.5569,0.007151
1322,3.305,1.7198,0.007899
1323,3.3075,1.5421,0.007083
1324,3.31,1.5113,0.006941
1325,3.3125,1.621,0.007445
1326,3.315,1.8406,0.008454
1327,3.3175,1.9028,0.00874
1328,3.32,1.9891,0.009136
1329,3.3225,1.7879,0.008212
1330,3.325,1.0778,0.00495
1331,3.3275,1.0397,0.004776
1332,3.33,1.0901,0.005007
1333,3.3325,1.2391,0.005691
1334,3.335,0.946,0.004345
1335,3.3375,1.0572,0.004856
1336,3.34,1.7449,0.008014
1337,3.3425,1.7992,0.008264
1338,3.345,1.5969,0.007334
1339,3.3475,1.5385,0.007066
1340,3.35,1.9663,0.009031
1341,3.3525,2.277,0.010458
1342,3.355,2.5586,0.011752
1343,3.3575,2.2127,0.010163
1344,3.36,2.0699,0.009507
1345,3.3625,2.0959,0.009627
1346,3.365,2.2048,0.010127
1347,3.3675,2.422,0.011124
1348,3.37,2.0838,0.009571
1349,3.3725,1.8023,0.008278
1350,3.375,1.5262,0.00701
1351,3.3775,1.789,0.008217
1352,3.38,1.6621,0.007634
1353,3.3825,1.4308,0.006572
1354,3.385,1.6016,0.007356
1355,3.3875,1.7045,0.007829
1356,3.39,1.9031,0.008741
1357,3.3925,1.7033,0.007823
1358,3.395,1.6062,0.007377
1359,3.3975,1.2486,0.005735
1360,3.4,1.4617,0.006714
1361,3.4025,1.6533,0.007594
1362,3.405,1.398,0.006421
1363,3.4075,1.1537,0.005299
1364,3.41,1.4815,0.006804
1365,3.4125,1.5104,0.006937
1366,3.415,0.7833,0.003598
1367,3.4175,1.0238,0.004702
1368,3.42,1.4981,0.006881
1369,3.4225,1.6492,0.007575
1370,3.425,1.5048,0.006911
1371,3.4275,1.6447,0.007554
1372,3.43,1.0694,0.004912
1373,3.4325,1.0073,0.004626
1374,3.435,0.9593,0.004406
1375,3.4375,1.1807,0.005423
1376,3.44,1.4958,0.00687
1377,3.4425,1.4269,0.006554
1378,3.445,1.5349,0.00705
1379,3.4475,1.8283,0.008397
1380,3.45,1.8661,0.008571
1381,3.4525,2.1401,0.00983
1382,3.455,2.3434,0.010763
1383,3.4575,2.501,0.011487
1384,3.46,2.5586,0.011752
1385,3.4625,2.5229,0.011588
1386,3.465,2.97,0.013641
1387,3.4675,3.4866,0.016014
1388,3.47,3.2522,0.014938
1389,3.4725,3.3038,0.015174
1390,3.475,3.2347,0.014857
1391,3.4775,3.0489,0.014003
1392,3.48,3.0321,0.013926
1393,3.4825,3.4195,0.015706
1394,3.485,3.6958,0.016975
1395,3.4875,3.31,0.015203
1396,3.49,4.078,0.01873
1397,3.4925,3.9265,0.018034
1398,3.495,3.6901,0.016948
1399,3.4975,3.6703,0.016858
1400,3.5,3.8889,0.017862
1401,3.5025,4.1027,0.018844
1402,3.505,3.9902,0.018327
1403,3.5075,3.9714,0.018241
1404,3.51,4.0772,0.018727
1405,3.5125,4.5381,0.020844
1406,3.515,4.7576,0.021852
1407,3.5175,4.5198,0.020759
1408,3.52,4.1857,0.019225
1409,3.5225,4.0493,0.018599
1410,3.525,4.17,0.019153
1411,3.5275,4.1392,0.019011
1412,3.53,3.9721,0.018244
1413,3.5325,4.1473,0.019048
1414,3.535,4.4799,0.020576
1415,3.5375,4.5971,0.021115
1416,3.54,4.6619,0.021412
1417,3.5425,4.8653,0.022346
1418,3.545,4.9948,0.022941
1419,3.5475,5.1161,0.023498
1420,3.55,5.3193,0.024431
1421,3.5525,5.41,0.024848
1422,3.555,5.0682,0.023278
1423,3.5575,5.0151,0.023034
1424,3.56,5.2839,0.024269
1425,3.5625,5.0797,0.023331
1426,3.565,4.8222,0.022148
1427,3.5675,4.5636,0.02096
1428,3.57,4.3484,0.019972
1429,3.5725,4.4799,0.020576
1430,3.575,4.3203,0.019843
1431,3.5775,4.3974,0.020197
1432,3.58,4.6737,0.021466
1433,3.5825,5.3239,0.024453
1434,3.585,5.3176,0.024424
1435,3.5875,5.015,0.023034
1436,3.59,4.7786,0.021948
1437,3.5925,4.7393,0.021768
1438,3.595,4.3212,0.019847
1439,3.5975,4.3176,0.019831
1440,3.6,4.2755,0.019638
1441,3.6025,4.0756,0.018719
1442,3.605,4.3262,0.01987
1443,3.6075,4.5102,0.020716
1444,3.61,4.1733,0.019168
1445,3.6125,4.6537,0.021375
1446,3.615,4.6552,0.021382
1447,3.6175,5.1523,0.023665
1448,3.62,5.5987,0.025715
1449,3.6225,5.4029,0.024816
1450,3.625,5.1544,0.023674
1451,3.6275,4.759,0.021858
1452,3.63,4.8085,0.022085
1453,3.6325,5.3507,0.024576
1454,3.635,5.181,0.023796
1455,3.6375,5.3104,0.024391
1456,3.64,5.1365,0.023592
1457,3.6425,5.6353,0.025883
1458,3.645,5.1641,0.023719
1459,3.6475,5.3365,0.02451
1460,3.65,4.9245,0.022618
1461,3.6525,4.8431,0.022244
1462,3.655,5.001,0.022969
1463,3.6575,4.3877,0.020153
1464,3.66,4.6532,0.021372
1465,3.6625,4.8134,0.022108
1466,3.665,4.8107,0.022096
1467,3.6675,4.6863,0.021524
1468,3.67,4.6538,0.021375
1469,3.6725,4.5516,0.020905
1470,3.675,4.3541,0.019998
1471,3.6775,4.1055,0.018856
1472,3.68,3.7594,0.017267
1473,3.6825,3.3754,0.015503
1474,3.685,3.5429,0.016272
1475,3.6875,3.2339,0.014853
1476,3.69,3.0944,0.014213
1477,3.6925,3.0858,0.014173
1478,3.695,3.1222,0.01434
1479,3.6975,3.4728,0.015951
1480,3.7,3.756,0.017251
1481,3.7025,3.322,0.015258
1482,3.705,3.0005,0.013781
1483,3.7075,3.0619,0.014063
1484,3.71,3.2533,0.014942
1485,3.7125,3.6544,0.016785
1486,3.715,3.1765,0.01459
1487,3.7175,3.1876,0.014641
1488,3.72,3.7674,0.017304
1489,3.7225,3.3239,0.015266
1490,3.725,3.0356,0.013942
1491,3.7275,2.6826,0.012321
1492,3.73,2.7573,0.012664
1493,3.7325,3.089,0.014188
1494,3.735,3.2337,0.014852
1495,3.7375,3.0456,0.013989
1496,3.74,2.8968,0.013305
1497,3.7425,3.1601,0.014514
1498,3.745,3.3538,0.015404
1499,3.7475,3.3282,0.015286
1500,3.75,3.2923,0.015121
1501,3.7525,3.52,0.016167
1502,3.755,3.467,0.015924
1503,3.7575,3.4166,0.015692
1504,3.76,3.4832,0.015998
1505,3.7625,3.0284,0.01391
1506,3.765,3.3664,0.015462
1507,3.7675,3.4761,0.015966
1508,3.77,3.8628,0.017742
1509,3.7725,4.2981,0.019741
1510,3.775,4.2259,0.01941
1511,3.7775,4.1709,0.019157
1512,3.78,4.4344,0.020367
1513,3.7825,3.9629,0.018202
1514,3.785,3.5918,0.016497
1515,3.7875,2.99,0.013733
1516,3.79,3.2895,0.015109
1517,3.7925,3.3789,0.015519
1518,3.795,3.0549,0.014031
1519,3.7975,3.2,0.014698
1520,3.8,3.6093,0.016578
1521,3.8025,3.5879,0.016479
1522,3.805,3.0024,0.01379
1523,3.8075,3.2562,0.014956
1524,3.81,3.213,0.014757
1525,3.8125,3.2937,0.015128
1526,3.815,3.2124,0.014755
1527,3.8175,3.4056,0.015642
1528,3.82,3.546,0.016287
1529,3.8225,3.3307,0.015298
1530,3.825,3.6455,0.016744
1531,3.8275,3.1717,0.014567
1532,3.83,3.0098,0.013824
1533,3.8325,2.9478,0.013539
1534,3.835,3.0312,0.013922
1535,3.8375,3.0964,0.014222
1536,3.84,2.7135,0.012463
1537,3.8425,3.0193,0.013868
1538,3.845,2.6733,0.012279
1539,3.8475,2.6785,0.012302
1540,3.85,3.094,0.014211
1541,3.8525,2.9013,0.013326
1542,3.855,3.6257,0.016653
1543,3.8575,3.4797,0.015982
1544,3.86,3.5111,0.016126
1545,3.8625,2.7986,0.012854
1546,3.865,2.9995,0.013777
1547,3.8675,2.8835,0.013244
1548,3.87,3.1651,0.014537
1549,3.8725,3.0009,0.013783
1550,3.875,2.9667,0.013626
1551,3.8775,3.0572,0.014042
1552,3.88,3.2303,0.014837
1553,3.8825,3.1713,0.014566
1554,3.885,3.1311,0.014381
1555,3.8875,2.7054,0.012426
1556,3.89,2.5448,0.011688
1557,3.8925,2.5313,0.011626
1558,3.895,2.4673,0.011332
1559,3.8975,2.4248,0.011137
1560,3.9,2.2252,0.01022
1561,3.9025,2.5402,0.011667
1562,3.905,2.7191,0.012489
1563,3.9075,2.4247,0.011137
1564,3.91,2.1328,0.009796
1565,3.9125,2.2288,0.010237
1566,3.915,2.1398,0.009828
1567,3.9175,2.3909,0.010981
1568,3.92,2.129,0.009778
1569,3.9225,1.7078,0.007844
1570,3.925,1.576,0.007239
1571,3.9275,1.473,0.006765
1572,3.93,1.7226,0.007912
1573,3.9325,1.2782,0.005871
1574,3.935,1.107,0.005085
1575,3.9375,1.1289,0.005185
1576,3.94,1.044,0.004795
1577,3.9425,1.3094,0.006014
1578,3.945,1.3567,0.006231
1579,3.9475,1.1764,0.005403
1580,3.95,1.1335,0.005206
1581,3.9525,1.3015,0.005978
1582,3.955,1.0936,0.005023
1583,3.9575,0.8548,0.003926
1584,3.96,0.9331,0.004286
1585,3.9625,0.8101,0.003721
1586,3.965,0.6871,0.003156
1587,3.9675,0.6827,0.003136
1588,3.97,0.5147,0.002364
1589,3.9725,0.4369,0.002007
1590,3.975,0.7604,0.003493
1591,3.9775,0.2824,0.001297
1592,3.98,0.1371,0.00063
1593,3.9825,0.3025,0.001389
1594,3.985,0.3188,0.001464
1595,3.9875,0.8101,0.003721
1596,3.99,1.0332,0.004745
1597,3.9925,1.0714,0.004921
1598,3.995,0.9245,0.004246
1599,3.9975,1.0112,0.004644
1600,4.0,1.0568,0.004854
1601,4.0025,0.9638,0.004427
1602,4.005,0.9078,0.00417
1603,4.0075,1.1678,0.005364
1604,4.01,0.9709,0.00446
1605,4.0125,0.6045,0.002776
1606,4.015,0.907,0.004166
1607,4.0175,0.945,0.004341
1608,4.02,1.3509,0.006204
1609,4.0225,1.0983,0.005045
